video,file,label,original,frame,fold
bofqajtwve,290_0.png,1,dbtbbhakdv,290,0
dhkwmjxwrn,80_1.png,1,ehccixxzoe,80,0
emaalmsonj,100_0.png,1,dzyuwjkjui,100,0
bsqgziaylx,190_0.png,1,brwrlczjvi,190,0
ehdkmxgtxh,120_0.png,1,bejhvclboh,120,0
bgwmmujlmc,290_0.png,0,bgwmmujlmc,290,0
bourlmzsio,0_0.png,1,bxzakyopjf,0,0
efwfxwwlbw,60_0.png,0,efwfxwwlbw,60,0
dbzpcjntve,280_0.png,1,ellavthztb,280,0
aorjvbyxhw,290_0.png,1,bulkxhhknf,290,0
ehccixxzoe,200_0.png,0,ehccixxzoe,200,0
ehccixxzoe,150_0.png,0,ehccixxzoe,150,0
ekhacizpah,50_0.png,1,egghxjjmfg,50,0
dtocdfbwca,190_0.png,1,dakiztgtnw,190,0
alaijyygdv,110_0.png,1,cppdvdejkc,110,0
bnjcdrfuov,150_0.png,1,ellavthztb,150,0
bdnaqemxmr,110_0.png,0,bdnaqemxmr,110,0
chtapglbcj,10_0.png,0,chtapglbcj,10,0
dzyuwjkjui,70_0.png,0,dzyuwjkjui,70,0
etohcvnzbj,200_0.png,1,bdnaqemxmr,200,0
apatcsqejh,40_1.png,1,edyncaijwx,40,0
blzydqdfem,240_0.png,1,dbtbbhakdv,240,0
atkdltyyen,270_0.png,0,atkdltyyen,270,0
ebchwmwayp,10_0.png,1,ehccixxzoe,10,0
ebchwmwayp,80_1.png,1,ehccixxzoe,80,0
bnjcdrfuov,190_0.png,1,ellavthztb,190,0
bvzjkezkms,180_0.png,1,ekcrtigpab,180,0
btohlidmru,260_0.png,1,cyxlcuyznd,260,0
ehfiekigla,30_0.png,1,avmjormvsx,30,0
drtbksnpol,240_0.png,1,dzyuwjkjui,240,0
ehtdtkmmli,210_0.png,0,ehtdtkmmli,210,0
dzyuwjkjui,40_0.png,0,dzyuwjkjui,40,0
dakiztgtnw,260_0.png,0,dakiztgtnw,260,0
eepezmygaq,120_0.png,1,abarnvbtwb,120,0
ekhacizpah,160_0.png,1,egghxjjmfg,160,0
coadfnerlk,280_0.png,1,bwipwzzxxu,280,0
egghxjjmfg,130_0.png,0,egghxjjmfg,130,0
ehccixxzoe,80_0.png,0,ehccixxzoe,80,0
bsqgziaylx,290_0.png,1,brwrlczjvi,290,0
cdphtzqrvp,40_0.png,1,ehtdtkmmli,40,0
cizlkenljw,120_0.png,0,cizlkenljw,120,0
efwfxwwlbw,190_0.png,0,efwfxwwlbw,190,0
dbnygxtwek,220_0.png,0,dbnygxtwek,220,0
cmbzllswnl,50_0.png,0,cmbzllswnl,50,0
abarnvbtwb,290_0.png,0,abarnvbtwb,290,0
czfunozvwp,190_1.png,1,caifxvsozs,190,0
bdnaqemxmr,70_0.png,0,bdnaqemxmr,70,0
efwfxwwlbw,120_0.png,0,efwfxwwlbw,120,0
dhkwmjxwrn,270_0.png,1,ehccixxzoe,270,0
dnyvfblxpm,0_0.png,1,eckvhdusax,0,0
bzythlfnhq,170_0.png,0,bzythlfnhq,170,0
bqqpbzjgup,150_0.png,1,djxdyjopjd,150,0
ellavthztb,20_0.png,0,ellavthztb,20,0
caifxvsozs,260_1.png,0,caifxvsozs,260,0
cyxlcuyznd,140_0.png,0,cyxlcuyznd,140,0
bzythlfnhq,250_0.png,0,bzythlfnhq,250,0
duycddgtrl,220_0.png,0,duycddgtrl,220,0
abarnvbtwb,140_0.png,0,abarnvbtwb,140,0
bulkxhhknf,190_0.png,0,bulkxhhknf,190,0
dkuayagnmc,120_0.png,0,dkuayagnmc,120,0
dnyvfblxpm,240_0.png,1,eckvhdusax,240,0
bulkxhhknf,250_0.png,0,bulkxhhknf,250,0
eepezmygaq,20_0.png,1,abarnvbtwb,20,0
etohcvnzbj,180_0.png,1,bdnaqemxmr,180,0
dtocdfbwca,100_0.png,1,dakiztgtnw,100,0
coadfnerlk,110_0.png,1,bwipwzzxxu,110,0
aorjvbyxhw,210_0.png,1,bulkxhhknf,210,0
chtapglbcj,290_0.png,0,chtapglbcj,290,0
dtocdfbwca,0_0.png,1,dakiztgtnw,0,0
edyncaijwx,230_1.png,0,edyncaijwx,230,0
dsdoseflas,240_0.png,1,dzyuwjkjui,240,0
dfbpceeaox,20_0.png,1,bffwsjxghk,20,0
ehtdtkmmli,120_0.png,0,ehtdtkmmli,120,0
bvzjkezkms,160_0.png,1,ekcrtigpab,160,0
bdnaqemxmr,180_0.png,0,bdnaqemxmr,180,0
eepezmygaq,170_0.png,1,abarnvbtwb,170,0
bpxckdzddv,290_0.png,1,cizlkenljw,290,0
awnwkrqibf,70_0.png,1,cprhtltsjp,70,0
bxzakyopjf,10_0.png,0,bxzakyopjf,10,0
dhkwmjxwrn,140_0.png,1,ehccixxzoe,140,0
coadfnerlk,0_0.png,1,bwipwzzxxu,0,0
duycddgtrl,250_0.png,0,duycddgtrl,250,0
bejhvclboh,210_0.png,0,bejhvclboh,210,0
cxrfacemmq,210_0.png,1,dlpoieqvfb,210,0
eqjscdagiv,10_0.png,1,dbnygxtwek,10,0
abarnvbtwb,10_0.png,0,abarnvbtwb,10,0
drcyabprvt,250_0.png,0,drcyabprvt,250,0
ccfoszqabv,170_0.png,0,ccfoszqabv,170,0
abarnvbtwb,100_0.png,0,abarnvbtwb,100,0
etmcruaihe,250_0.png,1,afoovlsmtx,250,0
dfbpceeaox,200_0.png,1,bffwsjxghk,200,0
dhkwmjxwrn,40_1.png,1,ehccixxzoe,40,0
bwipwzzxxu,90_0.png,0,bwipwzzxxu,90,0
czfunozvwp,220_1.png,1,caifxvsozs,220,0
cizlkenljw,190_0.png,0,cizlkenljw,190,0
bnjcdrfuov,210_0.png,1,ellavthztb,210,0
egghxjjmfg,180_0.png,0,egghxjjmfg,180,0
atkdltyyen,20_0.png,0,atkdltyyen,20,0
bpxckdzddv,0_0.png,1,cizlkenljw,0,0
bsqgziaylx,110_1.png,1,brwrlczjvi,110,0
cyxlcuyznd,120_0.png,0,cyxlcuyznd,120,0
etohcvnzbj,160_0.png,1,bdnaqemxmr,160,0
adylbeequz,220_0.png,1,dlpoieqvfb,220,0
asmpfjfzif,100_0.png,1,dzyuwjkjui,100,0
bxzakyopjf,170_0.png,0,bxzakyopjf,170,0
bzythlfnhq,230_0.png,0,bzythlfnhq,230,0
acqfdwsrhi,220_0.png,1,ccfoszqabv,220,0
dkuayagnmc,150_0.png,0,dkuayagnmc,150,0
alaijyygdv,60_0.png,1,cppdvdejkc,60,0
btmsngnqhv,150_0.png,1,crezycjqyk,150,0
bsqgziaylx,130_1.png,1,brwrlczjvi,130,0
bzythlfnhq,30_0.png,0,bzythlfnhq,30,0
avnqydkqjj,110_0.png,1,efwfxwwlbw,110,0
aytzyidmgs,110_0.png,0,aytzyidmgs,110,0
cpjxareypw,260_0.png,0,cpjxareypw,260,0
ekhacizpah,20_0.png,1,egghxjjmfg,20,0
dfbpceeaox,100_0.png,1,bffwsjxghk,100,0
czfunozvwp,230_1.png,1,caifxvsozs,230,0
cmbzllswnl,180_0.png,0,cmbzllswnl,180,0
bgwmmujlmc,10_0.png,0,bgwmmujlmc,10,0
alaijyygdv,120_0.png,1,cppdvdejkc,120,0
emfbhytfhc,10_0.png,1,cprhtltsjp,10,0
acqfdwsrhi,80_0.png,1,ccfoszqabv,80,0
eepezmygaq,260_0.png,1,abarnvbtwb,260,0
dfbpceeaox,290_0.png,1,bffwsjxghk,290,0
ebchwmwayp,210_0.png,1,ehccixxzoe,210,0
ekhacizpah,230_0.png,1,egghxjjmfg,230,0
bzythlfnhq,140_0.png,0,bzythlfnhq,140,0
agqphdxmwt,180_0.png,1,aytzyidmgs,180,0
ellavthztb,250_0.png,0,ellavthztb,250,0
dbtbbhakdv,0_0.png,0,dbtbbhakdv,0,0
bulkxhhknf,270_0.png,0,bulkxhhknf,270,0
dbtbbhakdv,290_0.png,0,dbtbbhakdv,290,0
aytzyidmgs,170_0.png,0,aytzyidmgs,170,0
dlpoieqvfb,20_0.png,0,dlpoieqvfb,20,0
dzvyfiarrq,250_0.png,1,bgwmmujlmc,250,0
ehccixxzoe,240_0.png,0,ehccixxzoe,240,0
bffwsjxghk,200_0.png,0,bffwsjxghk,200,0
drtbksnpol,50_0.png,1,dzyuwjkjui,50,0
etmcruaihe,170_0.png,1,afoovlsmtx,170,0
dhkwmjxwrn,250_0.png,1,ehccixxzoe,250,0
ahbweevwpv,110_0.png,1,dkuayagnmc,110,0
czfunozvwp,180_1.png,1,caifxvsozs,180,0
cprhtltsjp,220_0.png,0,cprhtltsjp,220,0
ebchwmwayp,60_0.png,1,ehccixxzoe,60,0
afoovlsmtx,250_0.png,0,afoovlsmtx,250,0
eqjscdagiv,240_0.png,1,dbnygxtwek,240,0
egghxjjmfg,150_0.png,0,egghxjjmfg,150,0
eckvhdusax,230_0.png,0,eckvhdusax,230,0
bofqajtwve,230_0.png,1,dbtbbhakdv,230,0
chtapglbcj,0_0.png,0,chtapglbcj,0,0
awnwkrqibf,120_0.png,1,cprhtltsjp,120,0
cprhtltsjp,70_0.png,0,cprhtltsjp,70,0
cknyxaqouy,80_0.png,1,bwipwzzxxu,80,0
chtapglbcj,90_0.png,0,chtapglbcj,90,0
bgwmmujlmc,170_0.png,0,bgwmmujlmc,170,0
acqfdwsrhi,180_0.png,1,ccfoszqabv,180,0
edyncaijwx,20_1.png,0,edyncaijwx,20,0
dhkwmjxwrn,120_1.png,1,ehccixxzoe,120,0
agqphdxmwt,90_0.png,1,aytzyidmgs,90,0
dhevettufk,270_0.png,1,cppdvdejkc,270,0
bsqgziaylx,190_1.png,1,brwrlczjvi,190,0
awnwkrqibf,290_0.png,1,cprhtltsjp,290,0
cyxlcuyznd,130_0.png,0,cyxlcuyznd,130,0
asmpfjfzif,250_0.png,1,dzyuwjkjui,250,0
bnjcdrfuov,140_0.png,1,ellavthztb,140,0
btjlfpzbdu,280_0.png,1,drcyabprvt,280,0
dzvyfiarrq,150_0.png,1,bgwmmujlmc,150,0
bulkxhhknf,220_0.png,0,bulkxhhknf,220,0
bourlmzsio,210_0.png,1,bxzakyopjf,210,0
drtbksnpol,30_0.png,1,dzyuwjkjui,30,0
drcyabprvt,50_0.png,0,drcyabprvt,50,0
adylbeequz,150_0.png,1,dlpoieqvfb,150,0
dakiztgtnw,160_0.png,0,dakiztgtnw,160,0
dhevettufk,60_0.png,1,cppdvdejkc,60,0
abarnvbtwb,110_0.png,0,abarnvbtwb,110,0
btmsngnqhv,20_0.png,1,crezycjqyk,20,0
emaalmsonj,20_0.png,1,dzyuwjkjui,20,0
avnqydkqjj,0_0.png,1,efwfxwwlbw,0,0
eepezmygaq,100_0.png,1,abarnvbtwb,100,0
bgwmmujlmc,230_0.png,0,bgwmmujlmc,230,0
bwipwzzxxu,140_0.png,0,bwipwzzxxu,140,0
curpwogllm,240_0.png,1,chtapglbcj,240,0
edyncaijwx,240_0.png,0,edyncaijwx,240,0
ebchwmwayp,70_0.png,1,ehccixxzoe,70,0
btjlfpzbdu,60_0.png,1,drcyabprvt,60,0
drcyabprvt,180_0.png,0,drcyabprvt,180,0
avmjormvsx,0_0.png,0,avmjormvsx,0,0
cizlkenljw,0_0.png,0,cizlkenljw,0,0
bofqajtwve,160_0.png,1,dbtbbhakdv,160,0
bvzjkezkms,60_0.png,1,ekcrtigpab,60,0
emfbhytfhc,60_0.png,1,cprhtltsjp,60,0
alaijyygdv,220_0.png,1,cppdvdejkc,220,0
ebchwmwayp,30_1.png,1,ehccixxzoe,30,0
dzyuwjkjui,190_0.png,0,dzyuwjkjui,190,0
bejhvclboh,160_0.png,0,bejhvclboh,160,0
atkdltyyen,0_0.png,0,atkdltyyen,0,0
cxrfacemmq,110_0.png,1,dlpoieqvfb,110,0
dkuayagnmc,20_0.png,0,dkuayagnmc,20,0
cppdvdejkc,80_0.png,0,cppdvdejkc,80,0
curpwogllm,250_0.png,1,chtapglbcj,250,0
bbhtdfuqxq,40_0.png,1,cpjxareypw,40,0
ebchwmwayp,260_1.png,1,ehccixxzoe,260,0
afoovlsmtx,80_0.png,0,afoovlsmtx,80,0
emaalmsonj,290_0.png,1,dzyuwjkjui,290,0
bofqajtwve,80_0.png,1,dbtbbhakdv,80,0
dhkwmjxwrn,50_0.png,1,ehccixxzoe,50,0
dlpoieqvfb,90_0.png,0,dlpoieqvfb,90,0
cksanfsjhc,110_0.png,1,atkdltyyen,110,0
dtocdfbwca,240_0.png,1,dakiztgtnw,240,0
bxzakyopjf,270_0.png,0,bxzakyopjf,270,0
ebchwmwayp,290_0.png,1,ehccixxzoe,290,0
dgxrqjdomn,160_0.png,1,duycddgtrl,160,0
cksanfsjhc,60_0.png,1,atkdltyyen,60,0
duycddgtrl,20_0.png,0,duycddgtrl,20,0
bzythlfnhq,50_0.png,0,bzythlfnhq,50,0
dhkwmjxwrn,110_0.png,1,ehccixxzoe,110,0
curpwogllm,30_0.png,1,chtapglbcj,30,0
duycddgtrl,240_0.png,0,duycddgtrl,240,0
dhkwmjxwrn,110_1.png,1,ehccixxzoe,110,0
emfbhytfhc,100_0.png,1,cprhtltsjp,100,0
dakiztgtnw,80_0.png,0,dakiztgtnw,80,0
dsdoseflas,180_0.png,1,dzyuwjkjui,180,0
acqfdwsrhi,260_0.png,1,ccfoszqabv,260,0
dbzpcjntve,220_0.png,1,ellavthztb,220,0
bejhvclboh,60_0.png,0,bejhvclboh,60,0
cprhtltsjp,40_0.png,0,cprhtltsjp,40,0
ellavthztb,220_0.png,0,ellavthztb,220,0
djxdyjopjd,100_0.png,0,djxdyjopjd,100,0
emfbhytfhc,190_0.png,1,cprhtltsjp,190,0
ehtdtkmmli,60_0.png,0,ehtdtkmmli,60,0
asmpfjfzif,10_0.png,1,dzyuwjkjui,10,0
bqqpbzjgup,140_0.png,1,djxdyjopjd,140,0
dgxrqjdomn,210_0.png,1,duycddgtrl,210,0
bpxckdzddv,250_0.png,1,cizlkenljw,250,0
brwrlczjvi,170_0.png,0,brwrlczjvi,170,0
ehdkmxgtxh,60_0.png,1,bejhvclboh,60,0
cprhtltsjp,20_0.png,0,cprhtltsjp,20,0
edyncaijwx,270_1.png,0,edyncaijwx,270,0
czfunozvwp,180_0.png,1,caifxvsozs,180,0
bofqajtwve,190_0.png,1,dbtbbhakdv,190,0
btohlidmru,10_0.png,1,cyxlcuyznd,10,0
adylbeequz,190_0.png,1,dlpoieqvfb,190,0
ehtdtkmmli,70_0.png,0,ehtdtkmmli,70,0
atkdltyyen,240_0.png,0,atkdltyyen,240,0
brwrlczjvi,210_0.png,0,brwrlczjvi,210,0
eqvuznuwsa,120_0.png,1,cmbzllswnl,120,0
adylbeequz,210_0.png,1,dlpoieqvfb,210,0
brwrlczjvi,90_0.png,0,brwrlczjvi,90,0
coadfnerlk,70_0.png,1,bwipwzzxxu,70,0
bxzakyopjf,60_0.png,0,bxzakyopjf,60,0
aytzyidmgs,50_0.png,0,aytzyidmgs,50,0
cknyxaqouy,280_0.png,1,bwipwzzxxu,280,0
ajwpjhrbcv,30_0.png,1,bzythlfnhq,30,0
eepezmygaq,160_0.png,1,abarnvbtwb,160,0
ajwpjhrbcv,180_0.png,1,bzythlfnhq,180,0
bffwsjxghk,50_0.png,0,bffwsjxghk,50,0
btohlidmru,90_0.png,1,cyxlcuyznd,90,0
apatcsqejh,0_0.png,1,edyncaijwx,0,0
caifxvsozs,280_1.png,0,caifxvsozs,280,0
bwipwzzxxu,290_0.png,0,bwipwzzxxu,290,0
ellavthztb,110_0.png,0,ellavthztb,110,0
ellavthztb,170_0.png,0,ellavthztb,170,0
djxdyjopjd,260_0.png,0,djxdyjopjd,260,0
apatcsqejh,100_0.png,1,edyncaijwx,100,0
ehtdtkmmli,190_0.png,0,ehtdtkmmli,190,0
asmpfjfzif,60_0.png,1,dzyuwjkjui,60,0
bwipwzzxxu,70_0.png,0,bwipwzzxxu,70,0
efwfxwwlbw,230_0.png,0,efwfxwwlbw,230,0
cyxlcuyznd,30_0.png,0,cyxlcuyznd,30,0
dgxrqjdomn,110_0.png,1,duycddgtrl,110,0
drtbksnpol,60_0.png,1,dzyuwjkjui,60,0
btmsngnqhv,140_0.png,1,crezycjqyk,140,0
bgwmmujlmc,140_0.png,0,bgwmmujlmc,140,0
aorjvbyxhw,150_0.png,1,bulkxhhknf,150,0
azsmewqghg,110_0.png,1,djxdyjopjd,110,0
curpwogllm,130_0.png,1,chtapglbcj,130,0
dbtbbhakdv,60_0.png,0,dbtbbhakdv,60,0
ehccixxzoe,10_0.png,0,ehccixxzoe,10,0
apatcsqejh,130_1.png,1,edyncaijwx,130,0
asmpfjfzif,50_0.png,1,dzyuwjkjui,50,0
cxrfacemmq,150_0.png,1,dlpoieqvfb,150,0
dbnygxtwek,250_0.png,0,dbnygxtwek,250,0
bejhvclboh,190_0.png,0,bejhvclboh,190,0
eqjscdagiv,80_0.png,1,dbnygxtwek,80,0
bzythlfnhq,180_0.png,0,bzythlfnhq,180,0
caifxvsozs,170_0.png,0,caifxvsozs,170,0
dkuayagnmc,240_0.png,0,dkuayagnmc,240,0
coadfnerlk,130_0.png,1,bwipwzzxxu,130,0
emfbhytfhc,290_0.png,1,cprhtltsjp,290,0
bpxckdzddv,170_0.png,1,cizlkenljw,170,0
azsmewqghg,180_0.png,1,djxdyjopjd,180,0
caifxvsozs,250_0.png,0,caifxvsozs,250,0
dbzpcjntve,60_0.png,1,ellavthztb,60,0
chtapglbcj,70_0.png,0,chtapglbcj,70,0
adylbeequz,110_0.png,1,dlpoieqvfb,110,0
cxrfacemmq,190_0.png,1,dlpoieqvfb,190,0
djxdyjopjd,130_0.png,0,djxdyjopjd,130,0
dhevettufk,190_0.png,1,cppdvdejkc,190,0
adylbeequz,0_0.png,1,dlpoieqvfb,0,0
ccfoszqabv,90_0.png,0,ccfoszqabv,90,0
drcyabprvt,100_0.png,0,drcyabprvt,100,0
dkuayagnmc,50_0.png,0,dkuayagnmc,50,0
cizlkenljw,290_0.png,0,cizlkenljw,290,0
alaijyygdv,0_0.png,1,cppdvdejkc,0,0
dbtbbhakdv,120_0.png,0,dbtbbhakdv,120,0
ehdkmxgtxh,30_0.png,1,bejhvclboh,30,0
brwrlczjvi,40_1.png,0,brwrlczjvi,40,0
alaijyygdv,140_0.png,1,cppdvdejkc,140,0
ahbweevwpv,0_0.png,1,dkuayagnmc,0,0
ebchwmwayp,0_0.png,1,ehccixxzoe,0,0
ekcrtigpab,40_0.png,0,ekcrtigpab,40,0
ajwpjhrbcv,40_0.png,1,bzythlfnhq,40,0
djxdyjopjd,250_0.png,0,djxdyjopjd,250,0
btmsngnqhv,130_0.png,1,crezycjqyk,130,0
cpjxareypw,50_0.png,0,cpjxareypw,50,0
dbnygxtwek,10_0.png,0,dbnygxtwek,10,0
ccfoszqabv,70_0.png,0,ccfoszqabv,70,0
ccfoszqabv,50_0.png,0,ccfoszqabv,50,0
dbnygxtwek,150_0.png,0,dbnygxtwek,150,0
ehccixxzoe,210_0.png,0,ehccixxzoe,210,0
dfbpceeaox,230_0.png,1,bffwsjxghk,230,0
dhkwmjxwrn,180_0.png,1,ehccixxzoe,180,0
dbtbbhakdv,140_0.png,0,dbtbbhakdv,140,0
avnqydkqjj,160_0.png,1,efwfxwwlbw,160,0
avnqydkqjj,180_0.png,1,efwfxwwlbw,180,0
dlpoieqvfb,70_0.png,0,dlpoieqvfb,70,0
dzvyfiarrq,230_0.png,1,bgwmmujlmc,230,0
edyncaijwx,250_1.png,0,edyncaijwx,250,0
aorjvbyxhw,190_0.png,1,bulkxhhknf,190,0
edyncaijwx,50_0.png,0,edyncaijwx,50,0
brwrlczjvi,220_1.png,0,brwrlczjvi,220,0
eqvuznuwsa,170_0.png,1,cmbzllswnl,170,0
dhevettufk,120_0.png,1,cppdvdejkc,120,0
btmsngnqhv,120_0.png,1,crezycjqyk,120,0
eepezmygaq,230_0.png,1,abarnvbtwb,230,0
ehccixxzoe,30_1.png,0,ehccixxzoe,30,0
cmbzllswnl,20_0.png,0,cmbzllswnl,20,0
dbnygxtwek,170_0.png,0,dbnygxtwek,170,0
btjlfpzbdu,0_0.png,1,drcyabprvt,0,0
dhkwmjxwrn,240_1.png,1,ehccixxzoe,240,0
agqphdxmwt,160_0.png,1,aytzyidmgs,160,0
dhkwmjxwrn,150_0.png,1,ehccixxzoe,150,0
bnjcdrfuov,290_0.png,1,ellavthztb,290,0
aytzyidmgs,240_0.png,0,aytzyidmgs,240,0
cknyxaqouy,210_0.png,1,bwipwzzxxu,210,0
drtbksnpol,220_0.png,1,dzyuwjkjui,220,0
dlpoieqvfb,230_0.png,0,dlpoieqvfb,230,0
duycddgtrl,260_0.png,0,duycddgtrl,260,0
blzydqdfem,290_0.png,1,dbtbbhakdv,290,0
bulkxhhknf,210_0.png,0,bulkxhhknf,210,0
cppdvdejkc,100_0.png,0,cppdvdejkc,100,0
bsqgziaylx,210_0.png,1,brwrlczjvi,210,0
caifxvsozs,180_0.png,0,caifxvsozs,180,0
blzydqdfem,10_0.png,1,dbtbbhakdv,10,0
dsdoseflas,250_0.png,1,dzyuwjkjui,250,0
ekcrtigpab,90_0.png,0,ekcrtigpab,90,0
cpjxareypw,80_0.png,0,cpjxareypw,80,0
eqjscdagiv,250_0.png,1,dbnygxtwek,250,0
bvzjkezkms,150_0.png,1,ekcrtigpab,150,0
caifxvsozs,190_0.png,0,caifxvsozs,190,0
ebchwmwayp,240_0.png,1,ehccixxzoe,240,0
ehccixxzoe,20_1.png,0,ehccixxzoe,20,0
dhkwmjxwrn,10_1.png,1,ehccixxzoe,10,0
etohcvnzbj,20_0.png,1,bdnaqemxmr,20,0
awnwkrqibf,90_0.png,1,cprhtltsjp,90,0
eepezmygaq,250_0.png,1,abarnvbtwb,250,0
drtbksnpol,190_0.png,1,dzyuwjkjui,190,0
bsqgziaylx,30_0.png,1,brwrlczjvi,30,0
dkuayagnmc,170_0.png,0,dkuayagnmc,170,0
dnyvfblxpm,10_0.png,1,eckvhdusax,10,0
duycddgtrl,70_0.png,0,duycddgtrl,70,0
cppdvdejkc,150_0.png,0,cppdvdejkc,150,0
caifxvsozs,160_1.png,0,caifxvsozs,160,0
cxrfacemmq,10_0.png,1,dlpoieqvfb,10,0
bofqajtwve,150_0.png,1,dbtbbhakdv,150,0
btohlidmru,270_0.png,1,cyxlcuyznd,270,0
etohcvnzbj,50_0.png,1,bdnaqemxmr,50,0
bqqpbzjgup,110_0.png,1,djxdyjopjd,110,0
dbnygxtwek,280_0.png,0,dbnygxtwek,280,0
eqjscdagiv,20_0.png,1,dbnygxtwek,20,0
emaalmsonj,270_0.png,1,dzyuwjkjui,270,0
crezycjqyk,80_0.png,0,crezycjqyk,80,0
bbhtdfuqxq,280_0.png,1,cpjxareypw,280,0
cpjxareypw,10_0.png,0,cpjxareypw,10,0
cprhtltsjp,50_0.png,0,cprhtltsjp,50,0
egghxjjmfg,290_0.png,0,egghxjjmfg,290,0
btohlidmru,20_0.png,1,cyxlcuyznd,20,0
drcyabprvt,70_0.png,0,drcyabprvt,70,0
bffwsjxghk,110_0.png,0,bffwsjxghk,110,0
etmcruaihe,190_0.png,1,afoovlsmtx,190,0
bdnaqemxmr,140_0.png,0,bdnaqemxmr,140,0
efwfxwwlbw,90_0.png,0,efwfxwwlbw,90,0
cxrfacemmq,120_0.png,1,dlpoieqvfb,120,0
dhevettufk,210_0.png,1,cppdvdejkc,210,0
bulkxhhknf,130_0.png,0,bulkxhhknf,130,0
dakiztgtnw,50_0.png,0,dakiztgtnw,50,0
azsmewqghg,240_0.png,1,djxdyjopjd,240,0
djxdyjopjd,270_0.png,0,djxdyjopjd,270,0
cdphtzqrvp,230_0.png,1,ehtdtkmmli,230,0
avmjormvsx,60_0.png,0,avmjormvsx,60,0
cprhtltsjp,230_0.png,0,cprhtltsjp,230,0
edyncaijwx,190_1.png,0,edyncaijwx,190,0
dbtbbhakdv,170_0.png,0,dbtbbhakdv,170,0
bnjcdrfuov,60_0.png,1,ellavthztb,60,0
cknyxaqouy,60_0.png,1,bwipwzzxxu,60,0
adylbeequz,270_0.png,1,dlpoieqvfb,270,0
ehccixxzoe,40_0.png,0,ehccixxzoe,40,0
ccfoszqabv,280_0.png,0,ccfoszqabv,280,0
etmcruaihe,160_0.png,1,afoovlsmtx,160,0
btjlfpzbdu,260_0.png,1,drcyabprvt,260,0
ehccixxzoe,280_1.png,0,ehccixxzoe,280,0
bnjcdrfuov,250_0.png,1,ellavthztb,250,0
dgxrqjdomn,230_0.png,1,duycddgtrl,230,0
dhevettufk,90_0.png,1,cppdvdejkc,90,0
etmcruaihe,50_0.png,1,afoovlsmtx,50,0
drcyabprvt,20_0.png,0,drcyabprvt,20,0
edyncaijwx,100_1.png,0,edyncaijwx,100,0
cknyxaqouy,100_0.png,1,bwipwzzxxu,100,0
cyxlcuyznd,100_0.png,0,cyxlcuyznd,100,0
drtbksnpol,170_0.png,1,dzyuwjkjui,170,0
coadfnerlk,40_0.png,1,bwipwzzxxu,40,0
coadfnerlk,240_0.png,1,bwipwzzxxu,240,0
ekcrtigpab,260_0.png,0,ekcrtigpab,260,0
cmbzllswnl,150_0.png,0,cmbzllswnl,150,0
emaalmsonj,0_0.png,1,dzyuwjkjui,0,0
ajwpjhrbcv,270_0.png,1,bzythlfnhq,270,0
dzyuwjkjui,120_0.png,0,dzyuwjkjui,120,0
duycddgtrl,60_0.png,0,duycddgtrl,60,0
aorjvbyxhw,130_0.png,1,bulkxhhknf,130,0
brwrlczjvi,200_0.png,0,brwrlczjvi,200,0
dhevettufk,70_0.png,1,cppdvdejkc,70,0
cxrfacemmq,90_0.png,1,dlpoieqvfb,90,0
bsqgziaylx,20_1.png,1,brwrlczjvi,20,0
brwrlczjvi,260_1.png,0,brwrlczjvi,260,0
drcyabprvt,80_0.png,0,drcyabprvt,80,0
curpwogllm,180_0.png,1,chtapglbcj,180,0
cyxlcuyznd,10_0.png,0,cyxlcuyznd,10,0
bnjcdrfuov,180_0.png,1,ellavthztb,180,0
duycddgtrl,290_0.png,0,duycddgtrl,290,0
brwrlczjvi,160_1.png,0,brwrlczjvi,160,0
coadfnerlk,220_0.png,1,bwipwzzxxu,220,0
dnyvfblxpm,150_0.png,1,eckvhdusax,150,0
etmcruaihe,240_0.png,1,afoovlsmtx,240,0
asmpfjfzif,150_0.png,1,dzyuwjkjui,150,0
cksanfsjhc,270_0.png,1,atkdltyyen,270,0
bejhvclboh,50_0.png,0,bejhvclboh,50,0
czfunozvwp,240_1.png,1,caifxvsozs,240,0
abarnvbtwb,50_0.png,0,abarnvbtwb,50,0
ehtdtkmmli,30_0.png,0,ehtdtkmmli,30,0
aytzyidmgs,120_0.png,0,aytzyidmgs,120,0
eepezmygaq,290_0.png,1,abarnvbtwb,290,0
aytzyidmgs,70_0.png,0,aytzyidmgs,70,0
drtbksnpol,210_0.png,1,dzyuwjkjui,210,0
bvzjkezkms,110_0.png,1,ekcrtigpab,110,0
eqjscdagiv,110_0.png,1,dbnygxtwek,110,0
aorjvbyxhw,60_0.png,1,bulkxhhknf,60,0
cprhtltsjp,60_0.png,0,cprhtltsjp,60,0
dzvyfiarrq,200_0.png,1,bgwmmujlmc,200,0
ekcrtigpab,100_0.png,0,ekcrtigpab,100,0
blzydqdfem,270_0.png,1,dbtbbhakdv,270,0
bsqgziaylx,290_1.png,1,brwrlczjvi,290,0
apatcsqejh,290_0.png,1,edyncaijwx,290,0
curpwogllm,260_0.png,1,chtapglbcj,260,0
emfbhytfhc,130_0.png,1,cprhtltsjp,130,0
efwfxwwlbw,50_0.png,0,efwfxwwlbw,50,0
cksanfsjhc,210_0.png,1,atkdltyyen,210,0
agqphdxmwt,30_0.png,1,aytzyidmgs,30,0
